what,kind,bundleId,bundleVersion,description,time
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1345058571146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345058577672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059317136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059319368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059557290
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1345059561244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059573866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059749521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059751823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059784803
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1345059790993
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059793757
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059795298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059802825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059911322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059914736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059932605
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1345059935138
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059935451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059935490
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1345059939282
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059953468
